year,coo_id,coa_id,coo_name,coa_name,coo,coa,coo_iso,coa_iso,f_0_4,f_5_11,f_12_17,f_18_59,f_60,f_other,f_total,m_0_4,m_5_11,m_12_17,m_18_59,m_60,m_other,m_total,total,decade,male_female_ratio,origin_destination_total
2009,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,304,2000,,15910
2010,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,106,106.0,0,0,0,0,0,282,282,388,2010,2.660377358490566,15910
2011,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,57,57.0,0,0,0,0,0,161,161,218,2010,2.824561403508772,15910
2012,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,66,66.0,0,0,0,0,0,186,186,252,2010,2.8181818181818183,15910
2013,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,90,90.0,0,0,0,0,0,224,224,357,2010,2.488888888888889,15910
2014,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,122,122.0,0,0,0,0,0,292,292,501,2010,2.3934426229508197,15910
2015,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,181,181.0,0,0,0,0,0,384,384,727,2010,2.1215469613259668,15910
2016,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,253,253.0,0,0,0,0,0,452,452,860,2010,1.7865612648221343,15910
2017,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,302,302.0,0,0,0,0,0,511,511,1012,2010,1.6920529801324504,15910
2018,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,349,349.0,0,0,0,0,0,591,591,1211,2010,1.6934097421203438,15910
2019,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,429,429.0,0,0,0,0,0,680,680,1339,2010,1.5850815850815851,15910
2020,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,55,55.0,0,0,0,0,0,122,122,1433,2020,2.2181818181818183,15910
2021,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1992,2020,,15910
2022,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,896,896.0,0,0,0,0,0,1203,1203,2196,2020,1.3426339285714286,15910
2023,69,64,Palestinian,France,GAZ,FRA,PSE,FRA,0,0,0,0,0,947,947.0,0,0,0,0,0,1289,1289,2326,2020,1.3611404435058079,15910
2001,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5.0,0,0,0,0,0,10,10,15,2000,2.0,1044
2002,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5.0,0,0,0,0,0,11,11,16,2000,2.2,1044
2003,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5.0,0,0,0,0,0,15,15,20,2000,3.0,1044
2004,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5.0,0,0,0,0,0,15,15,20,2000,3.0,1044
2005,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,5,5.0,0,0,0,0,0,16,16,21,2000,3.2,1044
2006,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,8,8.0,0,0,0,0,0,18,18,26,2000,2.25,1044
2007,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,18,18.0,0,0,0,0,0,38,38,56,2000,2.111111111111111,1044
2008,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,32,32.0,0,0,0,0,0,46,46,78,2000,1.4375,1044
2009,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,28,28.0,0,0,0,0,0,42,42,70,2000,1.5,1044
2010,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,9,5,5,24,0,12,55.0,5,15,7,106,0,17,150,205,2010,2.727272727272727,1044
2011,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,7,14,25,0,12,58.0,5,12,10,119,0,14,160,218,2010,2.7586206896551726,1044
2012,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,6,11,8,33,0,14,72.0,5,10,5,126,5,34,185,257,2010,2.5694444444444446,1044
2013,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,11,11.0,0,0,0,0,0,13,13,24,2010,1.1818181818181819,1044
2014,69,184,Palestinian,Switzerland,GAZ,SWI,PSE,CHE,0,0,0,0,0,9,9.0,0,0,0,0,0,9,9,18,2010,1.0,1044
2014,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,36,2010,,14030
2015,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,820,2010,,14030
2016,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,1356,2010,,14030
2017,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,1425,2010,,14030
2018,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,1634,2010,,14030
2019,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,252,252.0,0,0,0,0,0,462,462,1881,2010,1.8333333333333333,14030
2020,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,272,272.0,0,0,0,0,0,426,426,1954,2020,1.5661764705882353,14030
2021,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,144,144.0,0,0,0,0,0,344,344,1810,2020,2.388888888888889,14030
2022,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,0,0,0,0,0,87,87.0,0,0,0,0,0,168,168,1607,2020,1.9310344827586208,14030
2023,69,183,Palestinian,Sweden,GAZ,SWE,PSE,SWE,25,81,69,399,26,55,655.0,22,71,83,542,18,116,852,1507,2020,1.300763358778626,14030
2003,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,51,2000,,11700
2004,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,85,2000,,11700
2005,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,116,2000,,11700
2006,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,122,2000,,11700
2007,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,122,2000,,11700
2008,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,244,2000,,11700
2009,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,282,2000,,11700
2010,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,388,2010,,11700
2011,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,387,2010,,11700
2012,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,455,2010,,11700
2013,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,483,2010,,11700
2014,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,567,2010,,11700
2015,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,594,2010,,11700
2016,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,628,2010,,11700
2017,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,724,2010,,11700
2018,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,795,2010,,11700
2019,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,85,85.0,0,0,0,0,0,260,260,953,2010,3.0588235294117645,11700
2020,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,139,139.0,0,0,0,0,0,296,296,1082,2020,2.129496402877698,11700
2021,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,1147,2020,,11700
2022,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,1272,2020,,11700
2023,69,70,Palestinian,United Kingdom of Great Britain and Northern Ireland,GAZ,GBR,PSE,GBR,6,39,77,199,63,0,384.0,5,27,96,301,63,0,492,1203,2020,1.28125,11700
2001,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3956,2000,,163286
2002,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4120,2000,,163286
2003,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3723,2000,,163286
2004,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3467,2000,,163286
2005,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3479,2000,,163286
2006,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,5315,2000,,163286
2007,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,9250,2000,,163286
2008,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,8908,2000,,163286
2009,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,8342,2000,,163286
2010,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3504,2010,,163286
2011,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3534,2010,,163286
2012,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3421,2010,,163286
2013,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3875,2010,,163286
2014,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4911,2010,,163286
2015,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,5859,2010,,163286
2016,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,7151,2010,,163286
2017,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,8481,2010,,163286
2018,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,9056,2010,,163286
2019,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,9531,2010,,163286
2020,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,9968,2020,,163286
2021,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,13285,2020,,163286
2022,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,29,58,443,10,21,561.0,0,38,86,962,50,111,1247,14007,2020,2.2228163992869874,163286
2023,147,202,Pakistan,United States of America,PAK,USA,PAK,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,16143,2020,,163286
2001,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,37,37.0,0,0,0,0,0,108,108,145,2000,2.918918918918919,47936
2002,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,41,41.0,0,0,0,0,0,116,116,157,2000,2.8292682926829267,47936
2003,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,44,44.0,0,0,0,0,0,125,125,169,2000,2.840909090909091,47936
2004,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,195,2000,,47936
2005,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,54,54.0,0,0,0,0,0,182,182,236,2000,3.3703703703703702,47936
2006,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,67,67.0,0,0,0,0,0,205,205,272,2000,3.0597014925373136,47936
2007,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,76,76.0,0,0,0,0,0,230,230,306,2000,3.026315789473684,47936
2008,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,176,176.0,0,0,0,0,0,500,500,676,2000,2.840909090909091,47936
2009,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,756,2000,,47936
2010,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,212,212.0,0,0,0,0,0,616,616,828,2010,2.9056603773584904,47936
2011,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,118,118.0,0,0,0,0,0,353,353,471,2010,2.9915254237288136,47936
2012,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,137,137.0,0,0,0,0,0,410,410,1752,2010,2.9927007299270074,47936
2013,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,150,150.0,0,0,0,0,0,533,533,2730,2010,3.5533333333333332,47936
2014,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,168,168.0,0,0,0,0,0,668,668,3122,2010,3.9761904761904763,47936
2015,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,189,189.0,0,0,0,0,0,772,772,3102,2010,4.084656084656085,47936
2016,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,219,219.0,0,0,0,0,0,918,918,2897,2010,4.191780821917808,47936
2017,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,244,244.0,0,0,0,0,0,1155,1155,2678,2010,4.733606557377049,47936
2018,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,271,271.0,0,0,0,0,0,1368,1368,3530,2010,5.047970479704797,47936
2019,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,311,311.0,0,0,0,0,0,1541,1541,4585,2010,4.954983922829582,47936
2020,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,1072,1072.0,0,0,0,0,0,2386,2386,5475,2020,2.2257462686567164,47936
2021,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4552,2020,,47936
2022,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,659,659.0,0,0,0,0,0,2376,2376,4462,2020,3.60546282245827,47936
2023,147,64,Pakistan,France,PAK,FRA,PAK,FRA,0,0,0,0,0,783,783.0,0,0,0,0,0,3219,3219,4840,2020,4.111111111111111,47936
2001,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,0,7,0,15,0,89,111.0,5,8,6,238,0,118,375,486,2000,3.3783783783783785,8056
2002,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,5,7,7,27,0,52,98.0,5,12,10,255,0,67,349,521,2000,3.561224489795918,8056
2003,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,0,0,0,0,0,43,43.0,0,0,0,0,0,61,61,445,2000,1.4186046511627908,8056
2004,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,5,7,11,27,0,36,86.0,5,18,9,83,0,55,170,256,2000,1.9767441860465116,8056
2005,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,5,5,5,18,0,29,62.0,5,8,7,25,0,49,94,184,2000,1.5161290322580645,8056
2006,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,0,0,0,0,0,62,62.0,0,0,0,0,0,98,98,195,2000,1.5806451612903225,8056
2007,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,10,14,0,54,0,50,128.0,10,0,30,72,0,92,204,332,2000,1.59375,8056
2008,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,0,18,0,60,0,58,136.0,10,10,14,124,10,100,268,404,2000,1.9705882352941178,8056
2009,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,10,26,0,62,0,50,148.0,10,22,28,144,10,90,304,452,2000,2.054054054054054,8056
2010,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,5,14,0,29,0,23,71.0,5,5,11,75,0,39,135,206,2010,1.9014084507042253,8056
2011,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,14,5,0,28,0,23,70.0,5,11,5,94,0,42,157,227,2010,2.242857142857143,8056
2012,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,6,14,0,28,0,24,72.0,5,12,11,139,0,35,202,274,2010,2.8055555555555554,8056
2013,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,5,13,0,27,0,27,72.0,5,11,7,137,0,38,198,297,2010,2.75,8056
2014,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,5,13,0,32,0,24,74.0,5,13,6,106,0,38,168,269,2010,2.27027027027027,8056
2015,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,7,11,5,34,0,9,66.0,5,7,5,209,0,8,234,345,2010,3.5454545454545454,8056
2016,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,7,7,14,39,0,26,93.0,7,14,25,184,0,42,272,365,2010,2.924731182795699,8056
2017,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,8,16,13,50,0,52,139.0,13,16,22,174,0,27,252,391,2010,1.8129496402877698,8056
2018,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,8,24,11,50,0,42,135.0,22,17,18,151,0,69,277,412,2010,2.051851851851852,8056
2019,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,11,16,17,47,0,0,91.0,12,21,28,128,0,0,189,389,2010,2.076923076923077,8056
2020,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,5,11,16,41,0,0,73.0,7,19,25,105,0,0,156,360,2020,2.136986301369863,8056
2021,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,14,12,14,55,0,0,95.0,10,14,29,107,0,0,160,391,2020,1.6842105263157894,8056
2022,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,5,17,13,47,0,0,82.0,6,18,27,129,0,20,200,429,2020,2.4390243902439024,8056
2023,147,184,Pakistan,Switzerland,PAK,SWI,PAK,CHE,5,15,17,55,0,58,150.0,11,18,18,131,0,98,276,426,2020,1.84,8056
2001,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,111,2000,,13240
2002,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,247,2000,,13240
2003,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,291,2000,,13240
2004,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,269,2000,,13240
2005,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,248,2000,,13240
2006,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,266,2000,,13240
2007,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,498,2000,,13240
2008,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,500,2000,,13240
2009,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,548,2000,,13240
2010,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,306,2010,,13240
2011,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,376,2010,,13240
2012,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,435,2010,,13240
2013,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,467,2010,,13240
2014,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,599,2010,,13240
2015,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,952,2010,,13240
2016,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,922,2010,,13240
2017,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,894,2010,,13240
2018,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,1038,2010,,13240
2019,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,199,199.0,0,0,0,0,0,316,316,1110,2010,1.5879396984924623,13240
2020,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,133,133.0,0,0,0,0,0,209,209,964,2020,1.5714285714285714,13240
2021,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,85,85.0,0,0,0,0,0,118,118,812,2020,1.388235294117647,13240
2022,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,0,0,0,0,0,64,64.0,0,0,0,0,0,93,93,737,2020,1.453125,13240
2023,147,183,Pakistan,Sweden,PAK,SWE,PAK,SWE,10,31,26,153,10,59,289.0,8,27,32,207,9,78,361,650,2020,1.2491349480968859,13240
2001,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,2120,2000,,190376
2002,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,2325,2000,,190376
2003,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,3073,2000,,190376
2004,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,3609,2000,,190376
2005,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,3983,2000,,190376
2006,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,4301,2000,,190376
2007,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,4592,2000,,190376
2008,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,9548,2000,,190376
2009,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,9610,2000,,190376
2010,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,8206,2010,,190376
2011,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,6938,2010,,190376
2012,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,7677,2010,,190376
2013,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,8384,2010,,190376
2014,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,9519,2010,,190376
2015,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,9390,2010,,190376
2016,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,9728,2010,,190376
2017,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,9965,2010,,190376
2018,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,10360,2010,,190376
2019,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,1140,1140.0,0,0,0,0,0,2770,2770,12074,2010,2.4298245614035086,190376
2020,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,1357,1357.0,0,0,0,0,0,2884,2884,12591,2020,2.1252763448784084,190376
2021,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,12665,2020,,190376
2022,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,13755,2020,,190376
2023,147,70,Pakistan,United Kingdom of Great Britain and Northern Ireland,PAK,GBR,PAK,GBR,57,383,746,1936,617,0,3739.0,26,271,938,2931,617,0,4783,15963,2020,1.2792190425247392,190376
