year,coo_id,coa_id,coo_name,coa_name,coo,coa,coo_iso,coa_iso,f_0_4,f_5_11,f_12_17,f_18_59,f_60,f_other,f_total,m_0_4,m_5_11,m_12_17,m_18_59,m_60,m_other,m_total,total
2003,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585
2004,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523
2005,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524
2006,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553
2007,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580
2008,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1234
2009,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388
2010,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,24,24,0,0,0,0,0,150,150,1748
2011,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840
2012,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073
2013,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340
2014,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1641
2015,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1887
2016,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027
2017,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064
2018,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181
2019,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280
2020,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540
2021,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,47,47,0,0,0,0,0,117,117,1442
2022,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,51,51,0,0,0,0,0,130,130,1394
2023,91,94,Iran (Islamic Rep. of),Italy,IRN,ITA,IRN,ITA,0,0,0,0,0,80,80,0,0,0,0,0,156,156,1729
2001,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146
2002,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150
2003,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
2004,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
2005,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
2006,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2007,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142
2008,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104
2009,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2010,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,15,15,0,0,0,0,0,24,24,89
2011,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2012,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2013,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
2014,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
2015,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207
2016,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210
2017,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
2018,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250
2019,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,80,80,0,0,0,0,0,150,150,317
2020,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,92,92,0,0,0,0,0,113,113,292
2021,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277
2022,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,327,327,0,0,0,0,0,469,469,796
2023,91,173,Iran (Islamic Rep. of),Spain,IRN,SPA,IRN,ESP,0,0,0,0,0,340,340,0,0,0,0,0,483,483,823
2009,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2010,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2011,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2012,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2013,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2014,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2015,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2016,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2017,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2018,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
2019,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,8,8,0,0,0,0,0,15,15,64
2020,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,9,9,0,0,0,0,0,18,18,70
2021,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
2022,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,0,0,0,0,0,0,0,0,0,0,0,20,20,120
2023,91,155,Iran (Islamic Rep. of),Portugal,IRN,POR,IRN,PRT,0,5,7,20,11,5,48,0,5,8,20,10,14,57,105
2001,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,119,254,218,1178,36,0,1805,150,310,272,1951,42,0,2725,4530
2002,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,47,98,102,492,15,0,754,50,127,120,747,20,0,1064,3626
2003,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,80,172,162,1128,31,0,1573,87,265,222,1609,29,0,2212,3785
2004,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,108,205,149,957,25,0,1444,137,219,169,1633,18,0,2176,3620
2005,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,84,177,179,1042,22,0,1504,77,232,223,1578,30,0,2140,3644
2006,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,74,215,201,1190,25,0,1705,90,202,254,1883,27,0,2456,4161
2007,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,130,340,384,2308,30,48,3240,144,376,472,3628,70,0,4690,7930
2008,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,140,452,370,2658,102,0,3722,170,400,522,3904,106,0,5102,8834
2009,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,164,346,322,2580,78,0,3490,142,290,444,4074,44,0,4994,8484
2010,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,85,168,182,1471,48,0,1954,98,173,205,2135,52,0,2663,4617
2011,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,99,220,192,1809,60,0,2380,117,251,256,2534,68,0,3226,5606
2012,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,137,249,239,2099,84,0,2808,112,278,324,3089,92,0,3895,6703
2013,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,153,266,243,2446,67,0,3175,139,358,326,3659,86,0,4568,9570
2014,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,330,537,452,4477,107,0,5903,329,606,596,7301,94,0,8926,14829
2015,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,491,928,688,7015,130,0,9252,524,1041,979,12069,132,0,14745,23997
2016,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,660,1287,792,9479,173,0,12391,704,1395,1091,15870,141,0,19201,31592
2017,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,703,1430,982,10641,234,0,13990,767,1560,1209,16204,193,0,19933,33923
2018,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,833,1695,1151,12253,279,0,16211,863,1820,1378,18705,243,0,23009,39220
2019,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,437,1096,933,9289,300,0,12055,480,1228,1028,11923,315,0,14974,27577
2020,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,476,1032,884,8066,283,0,10741,506,1166,968,10618,301,0,13559,25993
2021,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,257,718,684,6348,285,0,8292,293,782,747,8505,314,0,10641,22875
2022,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,175,489,510,4576,207,0,5957,212,527,555,5629,204,0,7127,18198
2023,91,196,Iran (Islamic Rep. of),Türkiye,IRN,TUR,IRN,TUR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15429
2001,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19790
2002,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12766
2003,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11194
2004,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9057
2005,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6470
2006,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20309
2007,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9534
2008,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10266
2009,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11304
2010,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5551
2011,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5301
2012,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5084
2013,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5805
2014,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7235
2015,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8489
2016,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9713
2017,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9999
2018,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9573
2019,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8971
2020,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8869
2021,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9849
2022,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,32,65,381,81,19,578,0,43,73,550,56,57,779,9433
2023,92,202,Iraq,United States of America,IRQ,USA,IRQ,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9261
2001,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5454
2002,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76884
2003,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76283
2004,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68915
2005,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58612
2006,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41432
2007,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39884
2008,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104836
2009,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,3262,6072,5320,23284,1704,0,39642,3466,6704,6588,50880,1592,0,69230,122280
2010,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,3526,6744,5652,24620,1942,0,42484,3748,7324,6554,50144,1788,0,69558,125460
2011,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,1803,3371,2731,12584,1076,0,21565,1886,3655,3157,23855,932,0,33485,62263
2012,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,1896,3462,2735,13060,1206,0,22359,2010,3735,3142,23853,1032,0,33772,56131
2013,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,1963,2981,2164,10395,1033,0,18536,2105,3120,2494,19183,885,0,27787,46323
2014,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,2356,3020,2140,11871,1171,0,20558,2544,3222,2615,21575,1013,0,30969,51527
2015,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,3176,4021,2739,16575,1405,0,27916,3430,4542,4114,35453,1219,0,48758,76674
2016,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,6923,9268,5822,32044,2116,0,56173,7584,10527,9346,66280,1781,0,95518,151691
2017,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,8217,12027,7514,38779,2538,0,69075,8840,13523,10510,72198,2166,0,107237,176312
2018,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,7701,11754,9399,40075,3002,0,71931,8114,14133,10610,71295,2334,0,106486,178417
2019,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,6869,13390,8827,40785,3125,0,72996,7440,14743,10610,68364,2387,0,103544,176540
2020,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,6562,13262,9169,41184,2933,0,73110,6968,14426,10627,65776,2423,0,100220,173409
2021,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,6377,13321,9557,42411,3088,0,74754,6673,14554,10891,67707,2466,0,102291,177075
2022,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,4742,8889,7077,31992,2782,15,55497,4961,9605,8085,52677,2268,116,77712,133267
2023,92,72,Iraq,Germany,IRQ,GFR,IRQ,DEU,5635,12181,10088,43680,3763,0,75347,5823,13265,11314,66384,2936,0,99722,175219
2001,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,711,711,0,0,0,0,0,918,918,1629
2002,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,695,695,0,0,0,0,0,902,902,1597
2003,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,614,614,0,0,0,0,0,795,795,1409
2004,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408
2005,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,566,566,0,0,0,0,0,753,753,1319
2006,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,562,562,0,0,0,0,0,756,756,1318
2007,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,572,572,0,0,0,0,0,825,825,1397
2008,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,1392,1392,0,0,0,0,0,1920,1920,3312
2009,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294
2010,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,2102,2102,0,0,0,0,0,2630,2630,4732
2011,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,1134,1134,0,0,0,0,0,1385,1385,2519
2012,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,1179,1179,0,0,0,0,0,1441,1441,2620
2013,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,1202,1202,0,0,0,0,0,1475,1475,2734
2014,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,1382,1382,0,0,0,0,0,1609,1609,3298
2015,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,2220,2220,0,0,0,0,0,2567,2567,5372
2016,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,2775,2775,0,0,0,0,0,3268,3268,6754
2017,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,3343,3343,0,0,0,0,0,3922,3922,8211
2018,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,3790,3790,0,0,0,0,0,4341,4341,9652
2019,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,4158,4158,0,0,0,0,0,4671,4671,10159
2020,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,405,405,0,0,0,0,0,902,902,10382
2021,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14581
2022,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,6580,6580,0,0,0,0,0,7494,7494,14295
2023,92,64,Iraq,France,IRQ,FRA,IRQ,FRA,0,0,0,0,0,6593,6593,0,0,0,0,0,7545,7545,14328
2001,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,35,51,43,162,7,982,1280,44,74,64,820,5,1593,2600,3940
2002,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,26,39,33,129,7,930,1164,30,58,50,843,5,1230,2216,4395
2003,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,0,0,0,0,0,1012,1012,0,0,0,0,0,1269,1269,5168
2004,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,80,88,76,303,16,1076,1639,94,127,109,1442,10,1319,3101,4740
2005,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,54,65,56,217,14,1079,1485,77,95,81,1016,5,1306,2580,4429
2006,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,0,0,0,0,0,1684,1684,0,0,0,0,0,3346,3346,5354
2007,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,178,260,184,806,32,2144,3604,232,306,278,3588,18,2632,7054,10658
2008,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,176,246,208,786,38,1416,2870,188,272,308,3210,24,1680,5682,8552
2009,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,250,296,284,1026,56,2180,4092,246,362,358,3608,24,2606,7204,11296
2010,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,121,148,114,484,22,1095,1984,115,176,141,1490,14,1285,3221,5205
2011,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,117,154,103,480,28,1055,1937,105,178,128,1327,18,1226,2982,4919
2012,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,94,144,108,441,29,1035,1851,87,160,125,1129,19,1218,2738,4589
2013,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,93,129,100,417,32,980,1751,83,146,110,984,20,1142,2485,4314
2014,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,95,126,79,392,23,971,1686,70,143,94,873,18,1096,2294,4058
2015,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,179,234,96,669,22,1007,2207,163,264,178,1673,23,908,3209,5621
2016,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,218,273,127,750,25,899,2292,203,290,213,1565,29,981,3281,5573
2017,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,175,239,123,691,30,1092,2350,194,282,189,1378,33,983,3059,5409
2018,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,157,257,115,669,30,1007,2235,189,277,175,1292,28,1134,3095,5330
2019,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,145,252,146,646,34,0,1223,145,284,177,1243,30,0,1879,5216
2020,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,115,232,141,586,31,0,1105,123,248,179,1154,37,0,1741,4959
2021,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,87,234,158,593,35,0,1107,108,235,184,1115,43,0,1685,4933
2022,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,85,218,160,597,37,5,1102,84,218,188,1053,45,20,1608,4825
2023,92,184,Iraq,Switzerland,IRQ,SWI,IRQ,CHE,66,199,144,553,40,970,1972,81,192,153,966,48,1126,2566,4538
2001,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25889
2002,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31768
2003,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30232
2004,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26785
2005,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23182
2006,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29564
2007,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83610
2008,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79888
2009,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69328
2010,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30593
2011,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28425
2012,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25639
2013,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25088
2014,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26849
2015,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44109
2016,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35744
2017,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23380
2018,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17753
2019,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,1098,1098,0,0,0,0,0,1781,1781,15339
2020,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,559,559,0,0,0,0,0,871,871,13065
2021,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,453,453,0,0,0,0,0,789,789,11885
2022,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,0,0,0,0,0,497,497,0,0,0,0,0,959,959,11753
2023,92,183,Iraq,Sweden,IRQ,SWE,IRQ,SWE,171,547,468,2708,174,427,4495,149,483,566,3674,123,726,5721,10216
