year,coo_id,coa_id,coo_name,coa_name,coo,coa,coo_iso,coa_iso,f_0_4,f_5_11,f_12_17,f_18_59,f_60,f_other,f_total,m_0_4,m_5_11,m_12_17,m_18_59,m_60,m_other,m_total,total,decade,male_female_ratio,origin_destination_total
2018,185,155,Syrian Arab Rep.,Portugal,SYR,POR,SYR,PRT,0,0,0,0,0,0,,0,0,0,0,0,0,0,602,2010,,5721
2019,185,155,Syrian Arab Rep.,Portugal,SYR,POR,SYR,PRT,0,0,0,0,0,0,,0,0,0,0,0,5,5,773,2010,,5721
2020,185,155,Syrian Arab Rep.,Portugal,SYR,POR,SYR,PRT,0,0,0,0,0,0,,0,0,0,0,0,0,0,789,2020,,5721
2021,185,155,Syrian Arab Rep.,Portugal,SYR,POR,SYR,PRT,0,0,0,0,0,0,,0,0,0,0,0,0,0,861,2020,,5721
2022,185,155,Syrian Arab Rep.,Portugal,SYR,POR,SYR,PRT,0,0,0,0,0,0,,0,0,0,0,0,0,0,933,2020,,5721
2023,185,155,Syrian Arab Rep.,Portugal,SYR,POR,SYR,PRT,5,30,103,222,120,12,492.0,5,30,103,220,113,5,476,968,2020,0.967479674796748,5721
2001,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,2000,,32483077
2002,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,0,0,0,0,0,0,,0,0,0,0,0,0,0,11,2000,,32483077
2003,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,0,5,0,0,0,0,5.0,0,0,0,5,0,0,5,10,2000,1.0,32483077
2004,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,0,7,0,0,0,0,7.0,0,0,7,0,0,0,7,14,2000,1.0,32483077
2005,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,0,5,0,0,0,0,5.0,0,0,7,7,0,0,14,19,2000,2.8,32483077
2006,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,0,0,5,0,0,0,5.0,0,0,0,0,0,0,0,5,2000,0.0,32483077
2007,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,0,0,14,0,0,0,14.0,0,10,10,10,0,0,30,44,2000,2.142857142857143,32483077
2008,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,0,0,10,0,0,0,10.0,0,12,0,48,0,0,60,70,2000,6.0,32483077
2009,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,16,0,0,20,0,0,36.0,0,16,10,66,0,0,92,128,2000,2.5555555555555554,32483077
2010,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,5,0,5,11,0,0,21.0,0,0,14,39,0,0,53,74,2010,2.5238095238095237,32483077
2011,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,21,17,10,45,0,0,93.0,17,12,5,97,0,0,131,9494,2010,1.4086021505376345,32483077
2012,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,20,19,17,56,0,72191,72303.0,20,12,5,81,0,78947,79065,248666,2010,1.093523090328202,32483077
2013,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,15,31,34,62,0,0,142.0,5,5,13,70,0,0,93,585711,2010,0.6549295774647887,32483077
2014,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,22372,23178,16201,50774,4054,0,116579.0,24334,24490,16973,50395,3975,0,120167,1558149,2010,1.0307774127415743,32483077
2015,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,0,0,0,0,0,0,,0,0,0,0,0,0,0,2503846,2010,,32483077
2016,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,5,5,15,92,0,0,117.0,11,24,8,20,0,0,63,2824167,2010,0.5384615384615384,32483077
2017,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,8,5,0,79,0,0,92.0,0,26,10,34,0,0,70,3424399,2010,0.7608695652173914,32483077
2018,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,284080,309888,193300,811487,58147,0,1656902.0,304035,330915,225144,1051469,54012,0,1965575,3622477,2010,1.1862952667085922,32483077
2019,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,285668,322983,179668,799852,56910,0,1645081.0,305587,343537,204763,1024856,52546,0,1931289,3576370,2010,1.1739780594390186,32483077
2020,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,257733,332019,205675,822787,58838,0,1677052.0,262045,361296,243076,1043830,54071,0,1964318,3641370,2020,1.1712922437706166,32483077
2021,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,246770,373607,197814,847309,61568,0,1727068.0,264347,397781,216627,1075220,56326,0,2010301,3737369,2020,1.163996437893586,32483077
2022,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,268310,330634,205516,781379,59151,0,1644990.0,286939,350580,227039,973061,53289,0,1890908,3535898,2020,1.1494951337090196,32483077
2023,185,196,Syrian Arab Rep.,Türkiye,SYR,TUR,SYR,TUR,242182,314776,187127,733118,58300,0,1535503.0,258548,333021,201916,833970,51822,0,1679277,3214780,2020,1.0936331612507433,32483077
2001,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,22657,2000,,286846
2002,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,23097,2000,,286846
2003,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,22323,2000,,286846
2004,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,21389,2000,,286846
2005,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,18164,2000,,286846
2006,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,34475,2000,,286846
2007,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,14742,2000,,286846
2008,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,13478,2000,,286846
2009,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,12160,2000,,286846
2010,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,5249,2010,,286846
2011,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4848,2010,,286846
2012,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4627,2010,,286846
2013,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,5406,2010,,286846
2014,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,6467,2010,,286846
2015,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,7504,2010,,286846
2016,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,8242,2010,,286846
2017,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,8802,2010,,286846
2018,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,8806,2010,,286846
2019,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,8640,2010,,286846
2020,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,8526,2020,,286846
2021,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,9016,2020,,286846
2022,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,8,20,284,12,10,334.0,0,11,24,368,24,23,450,8833,2020,1.347305389221557,286846
2023,91,202,Iran (Islamic Rep. of),United States of America,IRN,USA,IRN,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,9395,2020,,286846
2001,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,2462,2000,,934320
2002,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,54000,2000,,934320
2003,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,48640,2000,,934320
2004,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,40765,2000,,934320
2005,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,28899,2000,,934320
2006,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,17137,2000,,934320
2007,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,17586,2000,,934320
2008,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,36408,2000,,934320
2009,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,282,980,1320,12858,2630,0,18070.0,372,1072,1502,22200,2604,0,27750,45820,2000,1.535694521306032,934320
2010,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,298,970,1274,13138,2748,0,18428.0,378,1172,1514,23512,2756,0,29332,47760,2010,1.5917082700238767,934320
2011,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,188,511,591,6892,1425,0,9607.0,217,610,775,12515,1433,0,15550,25157,2010,1.618611429166233,934320
2012,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,254,590,684,7826,1536,0,10890.0,259,715,892,13934,1557,0,17357,28247,2010,1.5938475665748393,934320
2013,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,313,631,571,7095,875,0,9485.0,323,734,768,12468,1160,0,15453,24938,2010,1.6292040063257776,934320
2014,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,358,698,614,7544,957,0,10171.0,361,759,821,13050,1284,0,16275,26446,2010,1.6001376462491397,934320
2015,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,424,749,646,8161,983,0,10963.0,432,832,861,14680,1385,0,18190,29153,2010,1.6592173675088935,934320
2016,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,864,1298,975,12458,1117,0,16712.0,909,1497,1601,27867,1578,0,33452,50164,2010,2.001675442795596,934320
2017,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,1198,1595,1178,14606,1196,0,19773.0,1213,1811,1580,30047,1714,0,36365,56138,2010,1.8391240580589694,934320
2018,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,1493,1685,1541,16607,1540,0,22866.0,1426,2042,1783,32548,1892,0,39691,62557,2010,1.7358086241581387,934320
2019,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,1606,2029,1529,17833,1673,0,24670.0,1479,2192,1855,32975,2078,0,40579,65249,2010,1.6448723145520876,934320
2020,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,1495,1980,1529,17671,1551,0,24226.0,1431,2108,1763,31541,2220,0,39063,63320,2020,1.6124411788987039,934320
2021,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,1337,1994,1453,16867,1612,0,23263.0,1220,2090,1703,29655,2373,0,37041,60351,2020,1.5922709882646262,934320
2022,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,891,1221,957,10906,1491,83,15549.0,846,1283,1175,17610,2293,195,23402,38965,2020,1.5050485561772462,934320
2023,91,72,Iran (Islamic Rep. of),Germany,IRN,GFR,IRN,DEU,1039,2209,1713,18211,1889,0,25061.0,983,2299,1997,30802,2773,0,38854,64158,2020,1.550377079924983,934320
2001,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,708,708.0,0,0,0,0,0,1279,1279,1987,2000,1.8064971751412429,65297
2002,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,675,675.0,0,0,0,0,0,1209,1209,1884,2000,1.791111111111111,65297
2003,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,600,600.0,0,0,0,0,0,1059,1059,1659,2000,1.765,65297
2004,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1682,2000,,65297
2005,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,588,588.0,0,0,0,0,0,1046,1046,1634,2000,1.7789115646258504,65297
2006,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,578,578.0,0,0,0,0,0,1039,1039,1617,2000,1.7975778546712802,65297
2007,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,571,571.0,0,0,0,0,0,1062,1062,1633,2000,1.8598949211908933,65297
2008,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,1164,1164.0,0,0,0,0,0,2158,2158,3322,2000,1.8539518900343643,65297
2009,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3470,2000,,65297
2010,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,1352,1352.0,0,0,0,0,0,2482,2482,3834,2010,1.8357988165680474,65297
2011,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,743,743.0,0,0,0,0,0,1321,1321,2064,2010,1.7779273216689098,65297
2012,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,760,760.0,0,0,0,0,0,1412,1412,2172,2010,1.8578947368421053,65297
2013,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,828,828.0,0,0,0,0,0,1483,1483,2447,2010,1.791062801932367,65297
2014,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,849,849.0,0,0,0,0,0,1510,1510,2477,2010,1.778563015312132,65297
2015,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,864,864.0,0,0,0,0,0,1553,1553,2622,2010,1.7974537037037037,65297
2016,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,891,891.0,0,0,0,0,0,1589,1589,2884,2010,1.7833894500561167,65297
2017,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,929,929.0,0,0,0,0,0,1651,1651,2995,2010,1.7771797631862218,65297
2018,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,1005,1005.0,0,0,0,0,0,1752,1752,3404,2010,1.7432835820895523,65297
2019,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,1101,1101.0,0,0,0,0,0,1869,1869,3644,2010,1.6975476839237058,65297
2020,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,229,229.0,0,0,0,0,0,511,511,3862,2020,2.2314410480349345,65297
2021,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4358,2020,,65297
2022,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,1643,1643.0,0,0,0,0,0,2542,2542,4541,2020,1.5471698113207548,65297
2023,91,64,Iran (Islamic Rep. of),France,IRN,FRA,IRN,FRA,0,0,0,0,0,1882,1882.0,0,0,0,0,0,2803,2803,5105,2020,1.489373007438895,65297
2001,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,16,18,16,107,0,464,621.0,18,22,19,246,0,615,920,1548,2000,1.4814814814814814,56328
2002,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,7,16,13,150,0,352,538.0,11,19,16,170,5,445,666,1391,2000,1.237918215613383,56328
2003,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,0,0,0,0,0,331,331.0,0,0,0,0,0,424,424,1200,2000,1.2809667673716012,56328
2004,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,10,15,14,113,0,326,478.0,18,28,24,141,5,427,643,1121,2000,1.3451882845188285,56328
2005,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,8,15,13,89,0,320,445.0,16,23,19,114,5,412,589,1220,2000,1.3235955056179776,56328
2006,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,0,0,0,0,0,481,481.0,0,0,0,0,0,651,651,1383,2000,1.3534303534303533,56328
2007,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,40,62,54,344,0,584,1084.0,54,90,80,640,10,824,1698,2782,2000,1.566420664206642,56328
2008,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,46,98,68,528,10,578,1328.0,72,128,136,1196,24,848,2404,7136,2000,1.8102409638554218,56328
2009,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,56,88,70,550,10,568,1342.0,60,124,130,1190,26,854,2384,3726,2000,1.7764530551415798,56328
2010,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,26,39,28,265,10,311,679.0,25,49,46,583,11,456,1170,1849,2010,1.7231222385861562,56328
2011,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,31,40,38,294,5,299,707.0,24,58,46,613,12,473,1226,1933,2010,1.734087694483734,56328
2012,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,22,34,24,236,5,461,782.0,17,35,27,450,11,732,1272,2054,2010,1.6265984654731458,56328
2013,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,29,47,40,302,5,347,770.0,27,37,33,542,16,542,1197,2030,2010,1.5545454545454545,56328
2014,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,23,40,31,252,5,377,728.0,23,36,30,450,15,592,1146,1937,2010,1.5741758241758241,56328
2015,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,19,36,35,206,5,577,878.0,29,38,35,428,12,391,933,2298,2010,1.0626423690205011,56328
2016,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,30,53,44,388,7,447,969.0,38,66,62,722,22,634,1544,2513,2010,1.5933952528379773,56328
2017,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,39,52,43,400,7,651,1192.0,47,57,55,700,28,463,1350,2542,2010,1.1325503355704698,56328
2018,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,44,46,46,440,9,468,1053.0,46,65,51,749,28,696,1635,2688,2010,1.5527065527065527,56328
2019,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,54,54,59,473,10,0,650.0,59,77,54,760,28,0,978,2863,2010,1.5046153846153847,56328
2020,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,52,49,53,402,12,0,568.0,45,66,69,647,29,0,856,2826,2020,1.5070422535211268,56328
2021,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,47,52,56,405,17,0,577.0,43,70,80,636,29,0,858,2921,2020,1.4870017331022531,56328
2022,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,36,60,57,456,23,10,642.0,45,74,69,673,35,15,911,3083,2020,1.4190031152647975,56328
2023,91,184,Iran (Islamic Rep. of),Switzerland,IRN,SWI,IRN,CHE,43,66,57,528,28,674,1396.0,44,85,74,740,35,910,1888,3284,2020,1.3524355300859598,56328
2001,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,6791,2000,,154433
2002,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,7065,2000,,154433
2003,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,6740,2000,,154433
2004,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,6523,2000,,154433
2005,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,5860,2000,,154433
2006,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,5821,2000,,154433
2007,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,5380,2000,,154433
2008,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,5498,2000,,154433
2009,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,6580,2000,,154433
2010,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,3630,2010,,154433
2011,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,3649,2010,,154433
2012,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,4126,2010,,154433
2013,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,4535,2010,,154433
2014,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,5071,2010,,154433
2015,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,8963,2010,,154433
2016,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,8821,2010,,154433
2017,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,8983,2010,,154433
2018,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,9439,2010,,154433
2019,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,1075,1075.0,0,0,0,0,0,1366,1366,9849,2010,1.2706976744186047,154433
2020,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,684,684.0,0,0,0,0,0,1073,1073,9264,2020,1.5687134502923976,154433
2021,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,363,363.0,0,0,0,0,0,437,437,8150,2020,1.2038567493112948,154433
2022,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,0,0,0,0,0,267,267.0,0,0,0,0,0,384,384,7523,2020,1.4382022471910112,154433
2023,91,183,Iran (Islamic Rep. of),Sweden,IRN,SWE,IRN,SWE,103,330,282,1633,105,318,2771.0,90,291,341,2216,74,389,3401,6172,2020,1.2273547455792133,154433
2001,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,4115,2000,,416142
2002,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,5375,2000,,416142
2003,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,6892,2000,,416142
2004,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,8044,2000,,416142
2005,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,9039,2000,,416142
2006,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,9566,2000,,416142
2007,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,10227,2000,,416142
2008,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,20640,2000,,416142
2009,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,21690,2000,,416142
2010,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,21674,2010,,416142
2011,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,13336,2010,,416142
2012,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,13393,2010,,416142
2013,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,13638,2010,,416142
2014,91,70,Iran (Islamic Rep. of),United Kingdom of Great Britain and Northern Ireland,IRN,GBR,IRN,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,14230,2010,,416142
