year,coo_id,coa_id,coo_name,coa_name,coo,coa,coo_iso,coa_iso,f_0_4,f_5_11,f_12_17,f_18_59,f_60,f_other,f_total,m_0_4,m_5_11,m_12_17,m_18_59,m_60,m_other,m_total,total,decade,male_female_ratio,origin_destination_total
2001,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,7756,2000,,160536
2002,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,9227,2000,,160536
2003,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,9821,2000,,160536
2004,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,9923,2000,,160536
2005,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,8931,2000,,160536
2006,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,13348,2000,,160536
2007,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4876,2000,,160536
2008,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4328,2000,,160536
2009,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3542,2000,,160536
2010,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1410,2010,,160536
2011,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1210,2010,,160536
2012,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1147,2010,,160536
2013,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1309,2010,,160536
2014,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1622,2010,,160536
2015,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1970,2010,,160536
2016,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,2250,2010,,160536
2017,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,2374,2010,,160536
2018,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,2364,2010,,160536
2019,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,2356,2010,,160536
2020,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,2388,2020,,160536
2021,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,2861,2020,,160536
2022,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,5,5,77,0,0,87.0,0,15,0,204,5,5,229,21764,2020,2.632183908045977,160536
2023,2,202,Afghanistan,United States of America,AFG,USA,AFG,USA,0,0,0,0,0,0,,0,0,0,0,0,0,0,43759,2020,,160536
2001,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,10057,2000,,2348661
2002,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,64363,2000,,2348661
2003,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,49504,2000,,2348661
2004,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,39081,2000,,2348661
2005,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,36136,2000,,2348661
2006,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,25878,2000,,2348661
2007,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,26459,2000,,2348661
2008,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,0,0,0,0,0,0,,0,0,0,0,0,0,0,56938,2000,,2348661
2009,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,870,2940,4094,18422,4608,0,30934.0,882,3130,5524,24752,3200,0,37488,70364,2000,1.211870433826857,2348661
2010,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,1148,3062,3964,19232,4920,0,32326.0,1210,3332,6580,27984,3424,0,42530,77002,2010,1.3156592216791436,2348661
2011,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,719,1691,2072,10242,2499,0,17223.0,760,1895,3727,16082,1825,0,24289,42870,2010,1.4102653428554839,2348661
2012,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,902,1880,2134,11004,2666,0,18586.0,1040,2084,3875,18542,1976,0,27517,46103,2010,1.4805229742817174,2348661
2013,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,1015,1727,1684,8819,2038,0,15283.0,1167,2048,3156,17167,1530,0,25068,40351,2010,1.6402538768566381,2348661
2014,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,1256,2103,1848,9886,2168,0,17261.0,1388,2510,3415,20610,1653,0,29576,46837,2010,1.713458084699612,2348661
2015,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,2322,3472,2623,13537,2464,0,24418.0,2483,4214,7196,32418,1899,0,48210,72628,2010,1.9743631747071833,2348661
2016,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,6667,8557,6166,27432,3073,0,51895.0,7159,10388,24481,76357,2534,0,120919,172814,2010,2.3300703343289335,2348661
2017,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,8262,10995,7462,32724,3340,0,62783.0,8825,12712,16225,88231,2930,0,128923,191706,2010,2.053469888345571,2348661
2018,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,8161,10789,8718,34531,3765,0,65964.0,8575,13307,12677,88159,3174,0,125892,191856,2010,1.9084955430234674,2348661
2019,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,7940,12414,8152,36607,3969,0,69082.0,8346,13829,11398,81625,3429,0,118627,187709,2010,1.717191164123795,2348661
2020,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,7216,12412,8625,37458,4038,0,69749.0,7633,13680,11383,74969,3541,9,111215,181097,2020,1.5945031469985234,2348661
2021,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,6633,14759,10009,42473,4382,0,78256.0,7266,16161,13477,83485,3887,21,124297,203373,2020,1.588338274381517,2348661
2022,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,6904,16234,10970,45584,4761,72,84525.0,7295,17565,15962,85805,4225,118,130970,215677,2020,1.5494824016563147,2348661
2023,2,72,Afghanistan,Germany,AFG,GFR,AFG,DEU,8009,20771,14770,61336,5812,0,110698.0,8467,22231,22855,129749,5473,48,188823,299858,2020,1.7057489746878896,2348661
2001,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,578,578.0,0,0,0,0,0,706,706,1284,2000,1.221453287197232,398604
2002,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,572,572.0,0,0,0,0,0,684,684,1256,2000,1.1958041958041958,398604
2003,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,527,527.0,0,0,0,0,0,640,640,1167,2000,1.2144212523719164,398604
2004,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1220,2000,,398604
2005,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,535,535.0,0,0,0,0,0,693,693,1228,2000,1.2953271028037383,398604
2006,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,524,524.0,0,0,0,0,0,714,714,1238,2000,1.3625954198473282,398604
2007,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,521,521.0,0,0,0,0,0,752,752,1273,2000,1.4433781190019195,398604
2008,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,1070,1070.0,0,0,0,0,0,1620,1620,2690,2000,1.514018691588785,398604
2009,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,3134,2000,,398604
2010,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,1218,1218.0,0,0,0,0,0,2362,2362,3580,2010,1.9392446633825944,398604
2011,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,636,636.0,0,0,0,0,0,1484,1484,2120,2010,2.3333333333333335,398604
2012,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,673,673.0,0,0,0,0,0,1917,1917,3185,2010,2.848439821693908,398604
2013,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,760,760.0,0,0,0,0,0,2453,2453,3814,2010,3.2276315789473684,398604
2014,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,868,868.0,0,0,0,0,0,2970,2970,4262,2010,3.421658986175115,398604
2015,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,960,960.0,0,0,0,0,0,3437,3437,6507,2010,3.580208333333333,398604
2016,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,1226,1226.0,0,0,0,0,0,6459,6459,11865,2010,5.268352365415987,398604
2017,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,1577,1577.0,0,0,0,0,0,11848,11848,17739,2010,7.512999365884591,398604
2018,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,1895,1895.0,0,0,0,0,0,16639,16639,26619,2010,8.78047493403694,398604
2019,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,2263,2263.0,0,0,0,0,0,22030,22030,35348,2010,9.734865223155104,398604
2020,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,4203,4203.0,0,0,0,0,0,9357,9357,45106,2020,2.226266952177016,398604
2021,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,0,,0,0,0,0,0,0,0,59484,2020,,398604
2022,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,10220,10220.0,0,0,0,0,0,53286,53286,74636,2020,5.213894324853229,398604
2023,2,64,Afghanistan,France,AFG,FRA,AFG,FRA,0,0,0,0,0,14090,14090.0,0,0,0,0,0,67750,67750,89849,2020,4.808374733853797,398604
2001,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,35,40,34,110,9,629,857.0,38,61,52,324,0,817,1292,2175,2000,1.5075845974329054,188608
2002,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,23,42,36,116,12,435,664.0,19,51,43,348,9,506,976,2064,2000,1.4698795180722892,188608
2003,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,0,0,0,0,0,455,455.0,0,0,0,0,0,521,521,1788,2000,1.145054945054945,188608
2004,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,34,48,41,135,16,451,725.0,23,53,46,344,13,515,994,1719,2000,1.3710344827586207,188608
2005,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,28,46,40,131,17,436,698.0,19,48,41,277,16,496,897,1783,2000,1.2851002865329513,188608
2006,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,0,0,0,0,0,718,718.0,0,0,0,0,0,1008,1008,1915,2000,1.4038997214484679,188608
2007,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,80,142,102,338,46,774,1482.0,68,136,156,942,32,904,2238,3720,2000,1.5101214574898785,188608
2008,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,90,152,134,410,46,760,1592.0,86,174,198,1432,36,866,2792,4384,2000,1.7537688442211055,188608
2009,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,120,188,166,510,50,746,1780.0,144,200,270,1848,48,814,3324,5104,2000,1.8674157303370786,188608
2010,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,77,117,91,324,22,357,988.0,92,125,170,1056,26,395,1864,2852,2010,1.8866396761133604,188608
2011,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,114,152,123,441,31,332,1193.0,112,172,214,1398,28,379,2303,3496,2010,1.9304274937133277,188608
2012,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,153,225,137,587,29,320,1451.0,158,243,258,1801,37,379,2876,4327,2010,1.9820813232253618,188608
2013,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,151,250,142,646,29,325,1543.0,179,272,266,2001,40,391,3149,4768,2010,2.0408295528191833,188608
2014,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,144,252,150,643,39,405,1633.0,167,282,283,2037,44,484,3297,5006,2010,2.0189834660134722,188608
2015,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,363,499,348,1452,59,599,3320.0,376,599,1319,5706,72,492,8564,11929,2010,2.5795180722891566,188608
2016,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,412,563,411,1657,76,539,3658.0,445,668,1427,6469,91,678,9778,13436,2010,2.673045379989065,188608
2017,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,436,548,415,1708,90,898,4095.0,477,654,1109,6649,102,685,9676,13771,2010,2.362881562881563,188608
2018,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,406,557,401,1680,100,972,4116.0,454,631,864,6648,105,1257,9959,14075,2010,2.4195821185617103,188608
2019,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,368,578,419,1767,108,0,3240.0,416,629,838,6766,111,0,8760,14607,2010,2.7037037037037037,188608
2020,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,368,585,416,1823,118,0,3310.0,397,633,979,6998,112,0,9119,15367,2020,2.7549848942598185,188608
2021,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,340,633,473,1992,136,0,3574.0,351,734,1404,6772,129,0,9390,16560,2020,2.6273083379966424,188608
2022,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,307,699,499,2087,152,35,3779.0,359,742,3724,7533,154,55,12567,20600,2020,3.3254829319925907,188608
2023,2,184,Afghanistan,Switzerland,AFG,SWI,AFG,CHE,286,627,428,1921,150,2608,6020.0,310,684,4377,8609,160,3002,17142,23162,2020,2.8475083056478407,188608
2001,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,2732,2000,,431338
2002,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,3713,2000,,431338
2003,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,4302,2000,,431338
2004,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,5075,2000,,431338
2005,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,4963,2000,,431338
2006,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,4869,2000,,431338
2007,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,6470,2000,,431338
2008,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,7100,2000,,431338
2009,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,9396,2000,,431338
2010,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,5858,2010,,431338
2011,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,8824,2010,,431338
2012,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,10807,2010,,431338
2013,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,12197,2010,,431338
2014,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,14353,2010,,431338
2015,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,53678,2010,,431338
2016,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,50775,2010,,431338
2017,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,43457,2010,,431338
2018,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,0,,0,0,0,0,0,0,0,36818,2010,,431338
2019,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,951,951.0,0,0,0,0,0,2064,2064,33561,2010,2.170347003154574,431338
2020,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,530,530.0,0,0,0,0,0,828,828,31285,2020,1.5622641509433963,431338
2021,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,511,511.0,0,0,0,0,0,1313,1313,29386,2020,2.5694716242661446,431338
2022,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,0,0,0,0,0,395,395.0,0,0,0,0,0,1657,1657,28249,2020,4.19493670886076,431338
2023,2,183,Afghanistan,Sweden,AFG,SWE,AFG,SWE,421,1345,1150,6657,427,167,10167.0,366,1187,1391,9032,303,1024,13303,23470,2020,1.3084489033146454,431338
2001,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,15065,2000,,507464
2002,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,20305,2000,,507464
2003,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,21718,2000,,507464
2004,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,22494,2000,,507464
2005,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,22532,2000,,507464
2006,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,23069,2000,,507464
2007,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,23565,2000,,507464
2008,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,46158,2000,,507464
2009,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,47316,2000,,507464
2010,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,46812,2010,,507464
2011,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,15826,2010,,507464
2012,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,11107,2010,,507464
2013,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,10596,2010,,507464
2014,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,10948,2010,,507464
2015,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,11890,2010,,507464
2016,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,12545,2010,,507464
2017,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,12205,2010,,507464
2018,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,12277,2010,,507464
2019,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,621,621.0,0,0,0,0,0,2269,2269,12403,2010,3.65378421900161,507464
2020,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,1033,1033.0,0,0,0,0,0,2194,2194,12578,2020,2.1239109390125845,507464
2021,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,14585,2020,,507464
2022,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,0,0,0,0,0,0,,0,0,0,0,0,0,0,24321,2020,,507464
2023,2,70,Afghanistan,United Kingdom of Great Britain and Northern Ireland,AFG,GBR,AFG,GBR,304,2036,3970,10310,3284,0,19904.0,136,1441,5003,15605,3287,0,25472,57149,2020,1.279742765273312,507464
2001,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,1751,2000,,290235
2002,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,6,16,0,0,22.0,5,28,29,302,0,0,364,512,2000,16.545454545454547,290235
2003,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,6,0,0,8,0,0,14.0,5,59,51,318,5,0,438,575,2000,31.285714285714285,290235
2004,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,9,23,0,0,32.0,0,81,70,362,5,0,518,690,2000,16.1875,290235
2005,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,8,6,25,0,0,39.0,5,81,62,386,0,0,534,712,2000,13.692307692307692,290235
2006,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,5,0,0,0,5.0,0,0,159,334,0,0,493,669,2000,98.6,290235
2007,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,1235,2000,,290235
2008,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,3400,2000,,290235
2009,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,296,2000,,290235
2010,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,9296,2010,,290235
2011,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,208,2010,,290235
2012,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,343,2010,,290235
2013,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,4025,2010,,290235
2014,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,2225,2010,,290235
2015,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,5810,2010,,290235
2016,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,15657,2010,,290235
2017,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,11673,2010,,290235
2018,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,0,,0,0,0,0,0,0,0,22824,2010,,290235
2019,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,10785,10785.0,0,0,0,0,0,16823,16823,45293,2010,1.5598516458043579,290235
2020,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,7553,7553.0,0,0,0,0,0,12153,12153,41162,2020,1.6090295246921753,290235
2021,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,3259,3259.0,0,0,0,0,0,5883,5883,37685,2020,1.8051549555078246,290235
2022,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,0,0,0,0,0,720,720.0,0,0,0,0,0,2059,2059,38246,2020,2.859722222222222,290235
2023,2,76,Afghanistan,Greece,AFG,GRE,AFG,GRC,2616,3092,1699,10223,282,1313,19225.0,2074,3685,3162,15255,213,2334,26723,45948,2020,1.3900130039011704,290235
2001,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,149,2000,,207725
2002,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,183,2000,,207725
2003,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,186,2000,,207725
2004,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,242,2000,,207725
2005,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,302,2000,,207725
2006,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,473,2000,,207725
2007,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,1138,2000,,207725
2008,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4630,2000,,207725
2009,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,6078,2000,,207725
2010,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,20,20.0,0,0,0,0,0,588,588,7938,2010,29.4,207725
2011,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,4291,2010,,207725
2012,2,94,Afghanistan,Italy,AFG,ITA,AFG,ITA,0,0,0,0,0,0,,0,0,0,0,0,0,0,6220,2010,,207725
